slug,provider,offer,actionButtons,planName,planType,historicalData,apiType,technology,chain,accessPrice,queryPrice,starred,trial,availableApis,limitations,securityImprovements,monitoringAndAnalytics,regions,additionalFeatures,address,tag,uptimeSla,verifiedUptime,blocksBehindSla,verifiedBlocksBehindAvg,bandwidthSla,verifiedLatency,supportSla,chainId
quicknode-testnet-business-full-archive,,!offer:quicknode-business-full-archive,,,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
quicknode-testnet-business-recent-state,,!offer:quicknode-business-recent-state,,,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
quicknode-testnet-scale-full-archive,,!offer:quicknode-scale-full-archive,,,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
quicknode-testnet-scale-recent-state,,!offer:quicknode-scale-recent-state,,,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
spectrum-mainnet-business-full-archive,,!offer:spectrum-business-full-archive,"[""[Website](https://spectrumnodes.com/networks/optimism-rpc)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
spectrum-mainnet-business-recent-state,,!offer:spectrum-business-recent-state,"[""[Website](https://spectrumnodes.com/networks/optimism-rpc)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
spectrum-mainnet-business-trace,,!offer:spectrum-business-trace,"[""[Website](https://spectrumnodes.com/networks/optimism-rpc)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
spectrum-mainnet-developer-full-archive,,!offer:spectrum-developer-full-archive,"[""[Website](https://spectrumnodes.com/networks/optimism-rpc)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
spectrum-mainnet-developer-recent-state,,!offer:spectrum-developer-recent-state,"[""[Website](https://spectrumnodes.com/networks/optimism-rpc)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
spectrum-mainnet-developer-trace,,!offer:spectrum-developer-trace,"[""[Website](https://spectrumnodes.com/networks/optimism-rpc)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
spectrum-mainnet-enterprise-full-archive,,!offer:spectrum-enterprise-full-archive,"[""[Website](https://spectrumnodes.com/networks/optimism-rpc)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
spectrum-mainnet-enterprise-recent-state,,!offer:spectrum-enterprise-recent-state,"[""[Website](https://spectrumnodes.com/networks/optimism-rpc)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
spectrum-mainnet-enterprise-trace,,!offer:spectrum-enterprise-trace,"[""[Website](https://spectrumnodes.com/networks/optimism-rpc)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
spectrum-mainnet-free-full-archive,,!offer:spectrum-free-full-archive,"[""[Website](https://spectrumnodes.com/networks/optimism-rpc)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
spectrum-mainnet-free-recent-state,,!offer:spectrum-free-recent-state,"[""[Website](https://spectrumnodes.com/networks/optimism-rpc)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
spectrum-mainnet-free-trace,,!offer:spectrum-free-trace,"[""[Website](https://spectrumnodes.com/networks/optimism-rpc)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
spectrum-testnet-business-full-archive,,!offer:spectrum-business-full-archive,"[""[Website](https://spectrumnodes.com/networks/optimism-rpc)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
spectrum-testnet-business-trace,,!offer:spectrum-business-trace,"[""[Website](https://spectrumnodes.com/networks/optimism-rpc)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
spectrum-testnet-developer-full-archive,,!offer:spectrum-developer-full-archive,"[""[Website](https://spectrumnodes.com/networks/optimism-rpc)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
spectrum-testnet-developer-trace,,!offer:spectrum-developer-trace,"[""[Website](https://spectrumnodes.com/networks/optimism-rpc)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
spectrum-testnet-enterprise-full-archive,,!offer:spectrum-enterprise-full-archive,"[""[Website](https://spectrumnodes.com/networks/optimism-rpc)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
spectrum-testnet-enterprise-trace,,!offer:spectrum-enterprise-trace,"[""[Website](https://spectrumnodes.com/networks/optimism-rpc)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
spectrum-testnet-free-full-archive,,!offer:spectrum-free-full-archive,"[""[Website](https://spectrumnodes.com/networks/optimism-rpc)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
spectrum-testnet-free-trace,,!offer:spectrum-free-trace,"[""[Website](https://spectrumnodes.com/networks/optimism-rpc)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
speedynodes-mainnet-advanced-recent-state,,!offer:speedynodes-advanced-recent-state,"[""[Docs](https://docs.speedynodes.com/networks/overview/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
speedynodes-mainnet-dedicated-recent-state,,!offer:speedynodes-dedicated-recent-state,"[""[Docs](https://docs.speedynodes.com/networks/overview/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
speedynodes-mainnet-free-recent-state,,!offer:speedynodes-free-recent-state,"[""[Docs](https://docs.speedynodes.com/networks/overview/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
speedynodes-mainnet-pro-recent-state,,!offer:speedynodes-pro-recent-state,"[""[Docs](https://docs.speedynodes.com/networks/overview/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
speedynodes-mainnet-scale-recent-state,,!offer:speedynodes-scale-recent-state,"[""[Docs](https://docs.speedynodes.com/networks/overview/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
speedynodes-mainnet-starter-recent-state,,!offer:speedynodes-starter-recent-state,"[""[Docs](https://docs.speedynodes.com/networks/overview/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
sqd-mainnet-free-indexer,,!offer:sqd-free-indexer,"[""[Website](https://www.sqd.ai/)"",""[Docs](https://docs.sqd.ai/subsquid-network/reference/networks/#evm--ethereum-compatible)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
sqd-mainnet-pay-as-you-go-indexer,,!offer:sqd-pay-as-you-go-indexer,"[""[Buy](https://docs.sqd.ai/cloud/pricing/)"",""[Docs](https://docs.sqd.ai/subsquid-network/reference/networks/#evm--ethereum-compatible)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
sqd-testnet-free-indexer,,!offer:sqd-free-indexer,"[""[Website](https://www.sqd.ai/)"",""[Docs](https://docs.sqd.ai/subsquid-network/reference/networks/#evm--ethereum-compatible)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
sqd-testnet-pay-as-you-go-indexer,,!offer:sqd-pay-as-you-go-indexer,"[""[Buy](https://docs.sqd.ai/cloud/pricing/)"",""[Docs](https://docs.sqd.ai/subsquid-network/reference/networks/#evm--ethereum-compatible)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
subquery-mainnet-pay-as-you-go-indexer,,!offer:subquery-pay-as-you-go-indexer,"[""[Buy](https://subquery.network/doc/subquery_network/node_operators/rewards.html#pricing-strategy)"",""[Docs](https://subquery.network/doc/indexer/quickstart/quickstart_chains/optimism.html#your-project-manifest-file)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
tatum-mainnet-free-recent-state,,!offer:tatum-free-recent-state,"[""[Website](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-optimism)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
tatum-mainnet-pro-full-archive,,!offer:tatum-pro-full-archive,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-optimism)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
tatum-mainnet-pro-recent-state,,!offer:tatum-pro-recent-state,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-optimism)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
tatum-mainnet-scale-full-archive,,!offer:tatum-scale-full-archive,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-optimism)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
tatum-mainnet-scale-recent-state,,!offer:tatum-scale-recent-state,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-optimism)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
tatum-mainnet-starter-full-archive,,!offer:tatum-starter-full-archive,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-optimism)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
tatum-mainnet-starter-recent-state,,!offer:tatum-starter-recent-state,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-optimism)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
tatum-testnet-free-recent-state,,!offer:tatum-free-recent-state,"[""[Website](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-optimism)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
tatum-testnet-pro-full-archive,,!offer:tatum-pro-full-archive,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-optimism)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
tatum-testnet-pro-recent-state,,!offer:tatum-pro-recent-state,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-optimism)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
tatum-testnet-scale-full-archive,,!offer:tatum-scale-full-archive,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-optimism)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
tatum-testnet-scale-recent-state,,!offer:tatum-scale-recent-state,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-optimism)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
tatum-testnet-starter-full-archive,,!offer:tatum-starter-full-archive,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-optimism)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
tatum-testnet-starter-recent-state,,!offer:tatum-starter-recent-state,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-optimism)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
tenderly-op-mainnet-dedicated-recent-state,,!offer:tenderly-dedicated-recent-state,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
tenderly-op-mainnet-free-recent-state,,!offer:tenderly-free-recent-state,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
tenderly-op-mainnet-pay-as-you-go-recent-state,,!offer:tenderly-pay-as-you-go-recent-state,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
tenderly-op-sepolia-dedicated-recent-state,,!offer:tenderly-dedicated-recent-state,,,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
tenderly-op-sepolia-free-recent-state,,!offer:tenderly-free-recent-state,,,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
tenderly-op-sepolia-pay-as-you-go-recent-state,,!offer:tenderly-pay-as-you-go-recent-state,,,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
thegraph-mainnet-free-indexer,,!offer:thegraph-free-indexer,"[""[Website](https://thegraph.com/subgraphs/)"",""[Docs](https://thegraph.com/docs/en/supported-networks/optimism/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
thegraph-mainnet-pay-as-you-go-indexer,,!offer:thegraph-pay-as-you-go-indexer,"[""[Buy](https://thegraph.com/studio-pricing/)"",""[Docs](https://thegraph.com/docs/en/supported-networks/optimism/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
thegraph-testnet-free-indexer,,!offer:thegraph-free-indexer,"[""[Website](https://thegraph.com/subgraphs/)"",""[Docs](https://thegraph.com/docs/en/supported-networks/optimism-sepolia/)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
thegraph-testnet-pay-as-you-go-indexer,,!offer:thegraph-pay-as-you-go-indexer,"[""[Buy](https://thegraph.com/studio-pricing/)"",""[Docs](https://thegraph.com/docs/en/supported-networks/optimism-sepolia/)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
thirdweb-op-mainnet-dedicated-recent-state,,!offer:thirdweb-dedicated-recent-state,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
thirdweb-op-mainnet-growth-indexer,,!offer:thirdweb-growth-indexer,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
thirdweb-op-mainnet-growth-recent-state,,!offer:thirdweb-growth-recent-state,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
thirdweb-op-mainnet-scale-indexer,,!offer:thirdweb-scale-indexer,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
thirdweb-op-mainnet-scale-recent-state,,!offer:thirdweb-scale-recent-state,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
thirdweb-op-mainnet-starter-indexer,,!offer:thirdweb-starter-indexer,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
thirdweb-op-mainnet-starter-recent-state,,!offer:thirdweb-starter-recent-state,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
thirdweb-op-testnet-dedicated-recent-state,,!offer:thirdweb-dedicated-recent-state,,,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
thirdweb-op-testnet-growth-indexer,,!offer:thirdweb-growth-indexer,,,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
thirdweb-op-testnet-growth-recent-state,,!offer:thirdweb-growth-recent-state,,,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
thirdweb-op-testnet-scale-indexer,,!offer:thirdweb-scale-indexer,,,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
thirdweb-op-testnet-scale-recent-state,,!offer:thirdweb-scale-recent-state,,,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
thirdweb-op-testnet-starter-indexer,,!offer:thirdweb-starter-indexer,,,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
thirdweb-op-testnet-starter-recent-state,,!offer:thirdweb-starter-recent-state,,,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
uniblock-mainnet-business-custom,,!offer:uniblock-business-custom,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
uniblock-mainnet-dedicated-custom,,!offer:uniblock-dedicated-custom,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
uniblock-mainnet-growth-custom,,!offer:uniblock-growth-custom,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
uniblock-mainnet-pro-custom,,!offer:uniblock-pro-custom,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
uniblock-mainnet-startup-custom,,!offer:uniblock-startup-custom,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
uniblock-testnet-business-custom,,!offer:uniblock-business-custom,,,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
uniblock-testnet-dedicated-custom,,!offer:uniblock-dedicated-custom,,,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
uniblock-testnet-growth-custom,,!offer:uniblock-growth-custom,,,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
uniblock-testnet-pro-custom,,!offer:uniblock-pro-custom,,,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
uniblock-testnet-startup-custom,,!offer:uniblock-startup-custom,,,,,,,testnet,,,,,,,,,,,,,,,,,,,,10
zerion-mainnet-builder-indexer,,!offer:zerion-builder-indexer,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
zerion-mainnet-developer-indexer,,!offer:zerion-developer-indexer,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
zerion-mainnet-enterprise-indexer,,!offer:zerion-enterprise-indexer,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
zerion-mainnet-growth-indexer,,!offer:zerion-growth-indexer,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
zerion-mainnet-startup-indexer,,!offer:zerion-startup-indexer,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,10
